Sex without love is a meaningless experience, but as far as meaningless experiences go its pretty damn good.;Woody Allen;experience
Suddenly the whole imagination of writing and editorial and newspaper and all these presumptions about who am I reading this, and who else other people may be, and all that, it's so grimly brutal!;Robert Creeley;imagination
President Obama's record on national security is a tribute to his strength, and judgment, and to his preference for inclusion and partnership over partisanship.;William J. Clinton;strength
Man, after all my grandma put into me learning the piano, that was a hard day, telling her I was telling jokes for a living.;Jamie Foxx;learning
Let us take things as we find them: let us not attempt to distort them into what they are not... We cannot make facts. All our wishing cannot change them. We must use them.;John Henry Newman;change
Police departments no longer have to pay overtime or divert resources from other projects to find out where an individual goes - all they have to do is place a tracking device on someone's car or ask a cell phone company for that individual's location history and the technology does the work for them.;Ron Wyden;car
But when I really look back on my life, being really honest about it and now that I've got the chance to travel the world, seeing how a lot of little kids grow up - my life wasn't so bad.;Coolio;travel
It is only the farmer who faithfully plants seeds in the Spring, who reaps a harvest in the Autumn.;B. C. Forbes;gardening
My favorite play in drama school was 'The Bacchae.' It's about a king who literally gets eaten alive by all the women in the play in a kind of orgy - it's related to the word 'bacchanal' - and I loved that idea of animalistic chaos and following our own desires.;Hugh Jackman;women
Spending only what the country can afford, rewarding savings, encouraging independence, supporting marriage: people know that these things are common sense.;William Hague;marriage
Blade Runner appears regularly, two or three times a year in various shapes and forms of science fiction. It set the pace for what is essentially urban science fiction, urban future and it's why I've never re-visited that area because I feel I've done it.;Ridley Scott;science
It didn't even occur to me that I'm the last person in the world who should play salsa or Brazilian music.;David Byrne;music
The bottom line is that the human body is complex and subtle, and oversimplifying - as common sense sometimes impels us to do - can be hazardous to your health.;Andrew Weil;health
The only power deserving the name is that of masses, and of governments while they make themselves the organ of the tendencies and instincts of masses.;John Stuart Mill;power
The medical literature tells us that the most effective ways to reduce the risk of heart disease, cancer, stroke, diabetes, Alzheimer's, and many more problems are through healthy diet and exercise. Our bodies have evolved to move, yet we now use the energy in oil instead of muscles to do our work.;David Suzuki;diet
Ultimately it's a leap of faith and a leap of imagination to put yourself back in time into those conditions and situations and see how you would react.;Derek Jacobi;imagination
In Psalm 72, Solomon prays for power and fame but he says the purpose of influence is to speak up for others and one is the immigrant. He doesn't delineate between legal and illegal.;Rick Warren;power
Stand-up don't get no respect - it's the hardest thing to do in show business. You don't have no band and there's no music.;Tracy Morgan;respect
Unlike any other business in the United States, sports must preserve an illusion of perfect innocence.;Lewis H. Lapham;sports
My childhood was safe and sane. No abuse and no traumas. I was surrounded by a large and loving family who taught me the importance of hard work and a meaningful education.;Ronnie James Dio;family
My mother taught me about the power of inspiration and courage, and she did it with a strength and a passion that I wish could be bottled.;Carly Fiorina;strength
War is not civilized.;Talib Kweli;war
I seek a deeper truth, but I don't think I have to go to a building designated for worship to find it.;Ted Lange;faith
I'm obsessed with the countryside: woods, forests, fields, lakes, mountains. I'm really into folk music and folklore. But more so I'm into electronic music. I'm into bands that have both aspects, like Boards of Canada is a perfect example. You could listen to that type of music running through a woods. It's kind of what I wanted to achieve.;Ellie Goulding;music
Our promise to our children should be this: if you do well in school, we will pay for you to obtain a college degree.;Ruth Ann Minner;graduation
Not every difficult and dangerous thing is suitable for training, but only that which is conducive to success in achieving the object of our effort.;Epictetus;success
Have patience. All things are difficult before they become easy.;Saadi;patience
Evil is done without effort, naturally, it is the working of fate good is always the product of an art.;Charles Baudelaire;art
Great is the difference betwixt a man's being frightened at, and humbled for his sins.;Thomas Fuller;great
I hate fishing, and I can't imagine why anyone would want to hike when you can get in the car and drive.;Joseph Barbera;car
My faith always has been and always will be important to me.;Aretha Franklin;faith
My mom, Irmelin, taught me the value of life. Her own life was saved by my grandmother during World War II.;Leonardo DiCaprio;mom
The ignorant mind, with its infinite afflictions, passions, and evils, is rooted in the three poisons. Greed, anger, and delusion.;Bodhidharma;anger
As great minds have the faculty of saying a great deal in a few words, so lesser minds have a talent of talking much, and saying nothing.;Francois de La Rochefoucauld;great
Every day, people settle for less than they deserve. They are only partially living or at best living a partial life. Every human being has the potential for greatness.;Bo Bennett;best
It's funny: I've been very successful and done a lot of films, and I don't really have an agent - I don't really pursue jobs, I let people come to me.;Rick Baker;funny
Perhaps the fact that we have seen millions voting themselves into complete dependence on a tyrant has made our generation understand that to choose one's government is not necessarily to secure freedom.;Friedrich August von Hayek;freedom
Think about how much it costs to incarcerate someone. Do we want them just sitting in prison, lifting weights, becoming violent and thinking about the next crime? Or do we want them having a little purpose in life and learning a skill?;John Ensign;learning
I think we ought to raise the age at which juveniles can have a gun.;George W. Bush;age
I don't pay to have my dirty work done for me. I do it myself.;Ted Nugent;work
Rhyme, that enslaved queen, that supreme charm of our poetry, that creator of our meter.;Victor Hugo;poetry
When I leave here, when my final day on this earth is up, I want to leave in peace. I want to have peace in my heart.;Rodney King;peace
Sculpture is the art of the intelligence.;Pablo Picasso;art
I received my undergraduate degree in engineering in 1939 and a Master of Science degree in mathematical physics in 1941 at Steven Institute of Technology.;Frederick Reines;graduation
Lack of pep is often mistaken for patience.;Kin Hubbard;patience
The cardinal sin in sports, what could really wreck it, is not cheating to win, which has gone on forever, but cheating to lose. That threatens a fundamental aspect of sports' appeal, which is their spontaneity. If games are fixed, they're no different from movies they're scripted.;Michael Mandelbaum;movies
Their spirituality was in nature, even though Emerson was a preacher on the pulpit, he ended up going out into nature for direct, face-to-face communication with God, if you want to call all of this creation part of God.;Story Musgrave;communication
A life lesson for me is, how do you muster the courage to take on a new risk? Whether it's starting up a business or taking on a new project or expedition. I think the risks that we take are all relative to the risk-taker.;Ann Bancroft;courage
I was considered by my peers to be a good comedian. So that's all I ever strived to do was get some recognition from my peers.;Ron White;good
The privilege of a lifetime is being who you are.;Joseph Campbell;life
American youth attributes much more importance to arriving at driver's license age than at voting age.;Marshall McLuhan;age
My passion is doing movies, and as long as I keep doing that, I'll be happy. I want to do movies, fun roles and dramatic ones. I love all of it.;Vanessa Hudgens;movies
Anthropologists are a connecting link between poets and scientists though their field-work among primitive peoples has often made them forget the language of science.;Robert Graves;science
I've never been bashful to say that I'm not really interested in Formula One. When I lived in England, it's all I wanted to do and I thought that anything else would somehow be a compromise to my dreams. But then when I came back to the States, I realised how much I loved being back in the States.;Danica Patrick;dreams
Films are really cool because, every couple months, or however many times you can get a job because there's a lot of luck involved in that, you're playing a different character.;Zachary Levi;cool
Teach your children how to behave with animals. Adopt a pet. Don't go buy one. Please. That's a sin. Let's get these puppy mills out of business.;Shelley Morrison;pet
It's hard to do it because you gotta look people in the eye and tell 'em they're irresponsible and lazy. And who's gonna wanna do that? Because that's what poverty is, ladies and gentlemen. In this country, you can succeed if you get educated and work hard. Period. Period.;Bill O'Reilly;work
I think Lady Gaga is great and is changing pop music and bringing back a certain rock 'n' roll spirit, swagger to the game.;Adam Lambert;music
It takes one person to forgive, it takes two people to be reunited.;Lewis B. Smedes;forgiveness
Mom was a smoker. My grandfather was a smoker. My aunts were smokers. My uncles were smokers. I don't know any smokers now, not even my mom.;Jane Smiley;mom
We would not have our politics distracted and embittered by the dissensions of other lands.;Henry Cabot Lodge;politics
Academics don't normally manage to alter people's way of thinking through their strength of argument.;David Crystal;strength
Personally, I just think rap music is the best thing out there, period. If you look at my deck in my car radio, you're always going to find a hip-hop tape that's all I buy, that's all I live, that's all I listen to, that's all I love.;Eminem;car
Dad really had little to do with the songs, except to perform them.;Nancy Sinatra;dad
America must be the teacher of democracy, not the advertiser of the consumer society. It is unrealistic for the rest of the world to reach the American living standard.;Mikhail Gorbachev;society
Many who have spent a lifetime in it can tell us less of love than the child that lost a dog yesterday.;Thornton Wilder;pet
I love my hockey, but if you can do that and go home and just be a dad and husband, then you have the best of both worlds.;Curtis Joseph;dad
In the past, poetry came in the form of spells and chants used to effect change.;John Barton;poetry
The Arab League tells us to go in and take out Qaddafi. We've spent billions of dollars already with respect to the Arab League. Billions of dollars, because they told us to do it. Why aren't they paying for it? They don't like Qaddafi, Qaddafi's been a terrible thorn in their side.;Donald Trump;respect
Every job has its downside. For example, being in a band the travel part of it - getting picked up from your house in a car, going to the airport, getting on a plane, going from the airplane to a van, then going from the van to a hotel.;Dave Lombardo;car
I'm always trying to find brain food and indulge in knowledge that's gonna be useful.;Big Boi;food
THE GODS was my first professional band and I learned a lot during that time. It was very cool playing with so many great musicians as it helped me to learn.;Ken Hensley;cool
It has always been my belief that a man should do his best, regardless of how much he receives for his services, or the number of people he may be serving or the class of people served.;Napoleon Hill;best
The first guitar I ever got was for my 13th birthday.;Rick Springfield;birthday
I did a play called Throne of Straw when I was 11, at the Odyssey Theatre in Los Angeles. It became really clear to me at that point that I enjoyed acting more than any other experience I was having.;Kiefer Sutherland;experience
God lets you be successful because he trusts you that you will do the right thing with it. Now, does he get disappointed often? All the time, because people get there and they forget how they got it.;Steve Harvey;time
Anyone who has ever looked into the glazed eyes of a soldier dying on the battlefield will think hard before starting a war.;Otto von Bismarck;war
Marriage is good for those who are afraid to sleep alone at night.;St. Jerome;alone
Married people should not be quick to hear what is said by either when in ill humor.;Samuel Richardson;humor
Democrats want to use the slowdown as an excuse to do what their special interests are always begging for: higher taxes, bigger government and less trade with other nations.;Mitt Romney;government
It is difficult to accept death in this society because it is unfamiliar. In spite of the fact that it happens all the time, we never see it.;Elisabeth Kubler-Ross;death
It is love, not reason, that is stronger than death.;Thomas Mann;death
Inaction breeds doubt and fear. Action breeds confidence and courage. If you want to conquer fear, do not sit home and think about it. Go out and get busy.;Dale Carnegie;fear
Companies like I.B.M. have offered women scholarships to study engineering for years, and women engineers routinely get higher starting salaries than men.;Warren Farrell;women
By giving people the power to share, we're making the world more transparent.;Mark Zuckerberg;power
And let me tell you, you boys of America, that there is no higher inspiration to any man to be a good man, a good citizen, and a good son, brother, or father, than the knowledge that you come from honest blood.;John Sergeant Wise;knowledge
It's pretty cool to be able to hang out with the President and have the race-winning car on the South Lawn.;Buddy Rice;cool
Politics is the art of the possible.;Otto von Bismarck;politics
People say that money is not the key to happiness, but I always figured if you have enough money, you can have a key made.;Joan Rivers;money
I remember I read this harsh review about my show, and one of my friends told me that this was the exact same stuff people said about Madonna. And it's like, she didn't care. Madonna just came out and was herself. I respect that a lot.;Britney Spears;respect
All our knowledge begins with the senses, proceeds then to the understanding, and ends with reason. There is nothing higher than reason.;Immanuel Kant;knowledge
When friends asked me, Can we help? I'd say, Not unless you can alter time, speed up the harvest or teleport me off this rock. I used that line from Star Wars.;Charlie Sheen;time
If that's there, I believe that technology will probably step up to their part of it.;Neil Armstrong;technology
The Senator from Massachusetts has given us ample grounds to doubt the judgment and the attitude he brings to bear on vital issues of national security.;Dick Cheney;attitude
Beauty is in the heart of the beholder.;H. G. Wells;beauty
Nature cannot be tricked or cheated. She will give up to you the object of your struggles only after you have paid her price.;Napoleon Hill;nature
If you don't design your own life plan, chances are you'll fall into someone else's plan. And guess what they have planned for you? Not much.;Jim Rohn;life
My goal wasn't to make a ton of money. It was to build good computers.;Steve Wozniak;computers
Every single Pixar film, at one time or another, has been the worst movie ever put on film. But we know. We trust our process. We don't get scared and say, 'Oh, no, this film isn't working.';John Lasseter;trust
Stop relying only on technology.Technology can help the qualified, well-trained human being but cannot replace him.;Isaac Yeffet;technology
I shall earnestly and persistently continue to urge all women to the practical recognition of the old Revolutionary maxim. Resistance to tyranny is obedience to God.;Susan B. Anthony;women
Each day of our lives we make deposits in the memory banks of our children.;Charles R. Swindoll;parenting
Bad times have a scientific value. These are occasions a good learner would not miss.;Ralph Waldo Emerson;good
I have to say that when you tour the world, obviously, the jetlags and different hours and ways of living and traveling, a lot of hours in the plane, and you wake up in the morning and you're not quite sure where you are, and it is very tiring.;Celine Dion;morning
All that running around in my underwear put money in my pockets. I can focus on working in interesting movies without having to worry about supporting myself.;Mark Wahlberg;movies
Nothing great will ever be achieved without great men, and men are great only if they are determined to be so.;Charles de Gaulle;men
You may never learn the names of any of the people you talk to in a dog park, even after many, many hours spent there with them, and many hours of conversation. But if - knock on wood - anything should ever happen to your dog, these nameless non-strangers will rally, sympathize, offer to help, and hold your hand. I know this from experience.;Susan Orlean;experience
A runner must run with dreams in his heart, not money in his pocket.;Emil Zatopek;dreams
Art has to move you and design does not, unless it's a good design for a bus.;David Hockney;art
We were a family who had come from nothing and now we had respect from French people of all sorts.;Zinedine Zidane;respect
All women should know how to take care of children. Most of them will have a husband some day.;Franklin P. Jones;women
'For Unlawful Carnal Knowledge' took a year to record that's why the playing on it might sound somewhat labored. 'Balance,' on the other hand, was written and recorded in only four months, so the whole process was quicker and more immediate.;Eddie Van Halen;knowledge
Know why you believe, understand what you believe, and possess a reason for the faith that is in you.;Francis Wright;faith
So there was a fire inside me. And that fire inside you, it can be turned into a negative form or a positive form. And I gradually realised that I had this fire and that it had to be used in a positive way.;John Newcombe;positive
For my birthday my husband learned to cook and is cooking one day a week for me. But he only likes to do fancy dishes. So we end up with weird, obscure things in the refrigerator.;Cheryl Hines;birthday
Writing a story or a novel is one way of discovering sequence in experience, of stumbling upon cause and effect in the happenings of a writer's own life.;Eudora Welty;experience
There are two ways of attaining an important end, force and perseverance the silent power of the latter grows irresistible with time.;Sophie Swetchine;power
Politics in America is the binding secular religion.;Theodore White;religion
Men don't and can't live by exchanging articles, but by producing them. They don't live by trade, but by work. Give up that foolish and vain title of Trades Unions and take that of laborers Unions.;John Ruskin;men
I left my marriage knowing I'd have to work. I have.;Sarah Ferguson;marriage
Access to computers and the Internet has become a basic need for education in our society.;Kent Conrad;computers
There is a lovable quality about the actual tools. One feels so kindly to the thing that enables the hand to obey the brain. Moreover, one feels a good deal of respect for it without it the brain and the hand would be helpless.;Gertrude Jekyll;respect
A man acquainted with history may, in some respect, be said to have lived from the beginning of the world, and to have been making continual additions to his stock of knowledge in every century.;David Hume;knowledge
I tell myself that God gave my children many gifts - spirit, beauty, intelligence, the capacity to make friends and to inspire respect. There was only one gift he held back - length of life.;Rose Kennedy;beauty
I don't think balance is something you get from someone else it's something women have to find from within. For me, finding balance is still a work in progress.;Rachel Weisz;women
A person is born with feelings of envy and hate. If he gives way to them, they will lead him to violence and crime, and any sense of loyalty and good faith will be abandoned.;Xun Zi;good
Religion is a strange, wonderful thing. More crimes have been committed in the name of righteousness than any other notion.;Tom T. Hall;religion
President Bush offers the American people an optimistic vision and a clear choice in November. The President has provided steady leadership in remarkably changing times. He knows exactly where he wants to lead this country, and he has complete confidence in the American people.;Henry Bonilla;leadership
Life has got a habit of not standing hitched. You got to ride it like you find it. You got to change with it. If a day goes by that don't change some of your old notions for new ones, that is just about like trying to milk a dead cow.;Woody Guthrie;change
I cannot live under pressures from patrons, let alone paint.;Michelangelo;alone
I don't think anyone should write their autobiography until after they're dead.;Samuel Goldwyn;funny
We have become aware of the responsibility for our attitude towards the dark pages in our history. We have understood that bad service is done to the nation by those who are impelling to renounce that past.;Aleksander Kwasniewski;attitude
I hate housework! You make the beds, you do the dishes and six months later you have to start all over again.;Joan Rivers;funny
My ultimate life dream project is my kids. My family.;Denzel Washington;family
Great hopes make great men.;Thomas Fuller;men
There's intense national feeling in America that could be called patriotism.;Michael Ignatieff;patriotism
I don't work out and be healthy and want a strong body because I want to look good in a bikini. I do all of those things for me and for my health. I'm not going on the cover of 'Maxim' and 'FHM' because that's not me.;Maggie Q;health
Both young children and old people have a lot of time on their hands. That's probably why they get along so well.;Jonathan Carroll;time
After a shooting spree, they always want to take the guns away from the people who didn't do it. I sure as hell wouldn't want to live in a society where the only people allowed guns are the police and the military.;William S. Burroughs;society
The nearer people approach old age the closer they return to a semblance of childhood, until the time comes for them to depart this life, again like children, neither tired of living nor aware of death.;Desiderius Erasmus;age
'Metals' has partly been about me regaining my self respect and I feel like I'm growing the muscles I want to grow again.;Feist;respect
There are three principal means of acquiring knowledge... observation of nature, reflection, and experimentation. Observation collects facts reflection combines them experimentation verifies the result of that combination.;Denis Diderot;nature
My argument is that War makes rattling good history but Peace is poor reading.;Thomas Hardy;history
Poetry's always dead, you know? You don't realize how good poetry is until 15 years later.;Richard Hell;poetry
I've had some incredible moments in my life - thus far. I hope a lot more are coming.;Dionne Warwick;hope
Internet marketing entrepreneurs have truly opened my eyes to just how important a quick turnaround time can be. Often times, an interview they conduct with me today is online by the next morning. The interviewee is then able to start making money less than 24 hours after the initial interview.;Marc Ostrofsky;morning
Everyone takes pause at 40. It's the age you have to assess everything in your life. It's the fictitious marker that's always coming up when you're young. The world really does look at you to kind of have it together by 40, and be successful by 40. Whatever success means.;Paul Feig;age
The difference in golf and government is that in golf you can't improve your lie.;George Deukmejian;government
I think that food ties us to our community and our traditions, and it's the thing that makes us feel good and connected.;Kathy Freston;food
When it comes to 'Glee,' I feel like I've been in a relationship, and now I can mingle a bit.;Lea Michele;relationship
Above all, we must have great respect for these people who also suffer and who want to find their own way of correct living. On the other hand, to create a legal form of a kind of homosexual marriage, in reality, does not help these people.;Joseph Ratzinger;respect
Love is that splendid triggering of human vitality the supreme activity which nature affords anyone for going out of himself toward someone else.;Jose Ortega y Gasset;love
Even if people do wrong, we're social animals, so what can we do about stopping them doing the same things in future? Saying people are 'bad' or 'evil' is just an unwillingness to engage an unwillingness to try to empathise. That sanctimonious attitude doesn't help anyone.;Denise Mina;attitude
Early in the morning, I fell in love with the girl that later on became my wife. At that time, we were so naive. I wanted to charm her, so I read her Capital by Marx. I thought somehow she would be convinced by the strength of his criticism about capital.;Shimon Peres;morning
The opportunity, number one, to work with Ang Lee is an amazing thing for me.;Sam Elliott;amazing
I have the problems of, I must confess, old age.;Billy Graham;age
No matter how old you are, no matter how much you weigh, you can still control the health of your body.;Mehmet Oz;health
Just as the science and art of agriculture depend upon chemistry and botany, so the art of education depends upon physiology and psychology.;Edward Thorndike;science
When you work alone, you need to socialize at some level.;Jeffery Deaver;alone
Sometimes success comes in ways you don't expect.;Ben Barnes;success
I think it would be hard to go the distance in this business without a sense of humor.;Patricia Clarkson;humor
As usual, there is a great woman behind every idiot.;John Lennon;great
I didn't have a boyfriend until I was 16, and he was eight years older. My father was furious about this 24-year-old, and I had to hide the relationship.;Ellen Pompeo;relationship
Every war results from the struggle for markets and spheres of influence, and every war is sold to the public by professional liars and totally sincere religious maniacs, as a Holy Crusade to save God and Goodness from Satan and Evil.;Robert Anton Wilson;war
We must all learn a good lesson - how to live together. That is the new challenge of the new world... learning to co-exist and not co-annihilate.;Jesse Jackson;learning
I don't count on the boy who waits till October, when it's cool and fun, then decides he wants to play.;Darrell Royal;cool
I've often entertained paranoid suspicions about my fridge and what it's been doing to my poetry when I'm not looking, but I never even considered that my fan was thinking about me.;George Murray;poetry
I will far rather see the race of man extinct than that we should become less than beasts by making the noblest of God's creation, woman, the object of our lust.;Mahatma Gandhi;god
'Little Miss Sunshine' snowballed. It was a tiny movie. We shot it in 30 days, and it was really fun to do, but it was one of those small movies that you don't hold out huge hope for.;Greg Kinnear;movies
When the soul drifts uncertainly between life and the dream, between the mind's disorder and the return to cool reflection, it is in religious thought that we should seek consolation.;Gerard De Nerval;cool
The truth. It is a beautiful and terrible thing, and must therefore be treated with great caution.;J. K. Rowling;truth
It really was hand-to-mouth and you can say, 'Poor little me, how dreadful, what a deprived childhood', but I didn't feel that way at all. It's all about the attitude at home.;Carol Vorderman;attitude
I think the Iraqi people have shown extraordinary patience and courage in the last few months. They have really put a political system on the way to success, to a real democracy here.;Paul Bremer;courage
Loneliness expresses the pain of being alone and solitude expresses the glory of being alone.;Paul Tillich;alone
The power of fortune is confessed only by the miserable, for the happy impute all their success to prudence or merit.;Jonathan Swift;success
You can construct the character of a man and his age not only from what he does and says, but from what he fails to say and do.;Norman Douglas;age
Well, marriage doesn't function in the way it used to in terms of deciding our fate, but it's in our heads, and it determines a lot of our actions. Like, right now, if you think about gay marriage - and they just started having the first gay marriages in New York - it shows what a potent idea marriage remains for people.;Jeffrey Eugenides;marriage
All I owe the world is my art.;Sherman Alexie;art
Talk is cheap - except when Congress does it.;Cullen Hightower;government
Principles have no real force except when one is well-fed.;Mark Twain;politics
If we had any nerve at all, if we had any real balls as a society, or whatever you need, whatever quality you need, real character, we would make an effort to really address the wrongs in this society, righteously.;Jerry Garcia;society
If a guy is skilled at anything, that's attractive. There's something very primal about that and, sure, it can be as simple as figuring out the tip quickly. It's really cool when a guy tips 20 percent quickly and effortlessly so that when the check comes, he opens it and signs his name and done.;Danica McKellar;cool
The aim of all commentary on art now should be to make works of art - and, by analogy, our own experience - more, rather than less, real to us. The function of criticism should be to show how it is what it is, even that it is what it is, rather than to show what it means.;Susan Sontag;experience
The government is not your salvation. The government is not your road to prosperity. Hard work, education will take you far beyond what any government program can ever promise.;Mia Love;education
